Name,job title,headline,summary,keywords,educations,experiences,skills,disqualified,candidate_profile,score
Candidate 186,senior ruby on rails developer,"web developer for challenges, game developer for fun and writer for love. what's next","web developer for challenges, game developer for fun, and writer for love. the programming languages ​​that i had the opportunity to work with are: ruby, javascript and python. i am interested in application scalability, infrastructure, development best practices, tdd, bdd and backend.",ruby on rails|backend|rails,at federal university of paraíba (jan 2014 to jan 2018),"backend ruby on rails at impulso (nov 2020 to n/a)  | fullstack developer at iris digital wealth (nov 2019 to oct 2020)  | back-end ruby on rails at fractal tecnologia (aug 2018 to oct 2019)  | web developer and writer at mestre sem player (may 2017 to sep 2017)  | game developer at tempo livre games (apr 2017 to oct 2017)  | web developer and intern at instituto federal de educação, ciência e tecnologia da paraiba (aug 2016 to jul 2018)",shell|hack|ruby|python|c#|php|html|javascript|java,0,"web developer for challenges, game developer for fun and writer for love. what's next web developer for challenges, game developer for fun, and writer for love. the programming languages ​​that i had the opportunity to work with are: ruby, javascript and python. i am interested in application scalability, infrastructure, development best practices, tdd, bdd and backend. at federal university of paraíba (jan 2014 to jan 2018) backend ruby on rails at impulso (nov 2020 to n/a)  | fullstack developer at iris digital wealth (nov 2019 to oct 2020)  | back-end ruby on rails at fractal tecnologia (aug 2018 to oct 2019)  | web developer and writer at mestre sem player (may 2017 to sep 2017)  | game developer at tempo livre games (apr 2017 to oct 2017)  | web developer and intern at instituto federal de educação, ciência e tecnologia da paraiba (aug 2016 to jul 2018) shell|hack|ruby|python|c#|php|html|javascript|java",0.3823688519879997
Candidate 187,lead generator,,,,"economía industrial, finanzas, general at school of architecture, unam (jan 2017 to jan 2021)",representative at pluria (jan 2024 to n/a)  | customer success executive middle market enterprise at hsbc (feb 2023 to jan 2024)  | lead generation mexico at slang (apr 2021 to apr 2022),,1,"  economía industrial, finanzas, general at school of architecture, unam (jan 2017 to jan 2021) representative at pluria (jan 2024 to n/a)  | customer success executive middle market enterprise at hsbc (feb 2023 to jan 2024)  | lead generation mexico at slang (apr 2021 to apr 2022) ",0.07489577845283964
Candidate 188,lead generator,,,,bachelor's marketing at monterrey institute of technology and higher education (jan 2014 to jan 2018)  | diploma relaciones públicas at complutense university of madrid (n/a to n/a),sales executive at slang (jan 2024 to may 2024)  | business development representative ii at slang (jan 2023 to jan 2024)  | lead generation analyst iii at slang (apr 2022 to jan 2023)  | lead generation analyst ii at slang (aug 2021 to apr 2022)  | lead generation analyst at slang (jan 2021 to aug 2021)  | associate project manager at sermo (aug 2020 to oct 2020)  | internship trainee at holiday systems international (jul 2019 to mar 2020)  | analista de investigación de neuromarketing at granjas ryc (feb 2018 to may 2018),,1,  bachelor's marketing at monterrey institute of technology and higher education (jan 2014 to jan 2018)  | diploma relaciones públicas at complutense university of madrid (n/a to n/a) sales executive at slang (jan 2024 to may 2024)  | business development representative ii at slang (jan 2023 to jan 2024)  | lead generation analyst iii at slang (apr 2022 to jan 2023)  | lead generation analyst ii at slang (aug 2021 to apr 2022)  | lead generation analyst at slang (jan 2021 to aug 2021)  | associate project manager at sermo (aug 2020 to oct 2020)  | internship trainee at holiday systems international (jul 2019 to mar 2020)  | analista de investigación de neuromarketing at granjas ryc (feb 2018 to may 2018) ,0.09999384741311824
Candidate 189,lead generator,,,,social media and multimedia at faculty of arts and design (jan 2017 to jan 2017)  | licenciatura comunicación at national autonomous university of mexico (jan 2013 to jan 2017),sales development representative at wise athena (sep 2022 to n/a)  | executive at aira (jan 2021 to aug 2022)  | sales marketing assistant at datateam (aug 2018 to feb 2020)  | asistente de dirección at museo franz mayer (aug 2016 to jun 2017),,1,  social media and multimedia at faculty of arts and design (jan 2017 to jan 2017)  | licenciatura comunicación at national autonomous university of mexico (jan 2013 to jan 2017) sales development representative at wise athena (sep 2022 to n/a)  | executive at aira (jan 2021 to aug 2022)  | sales marketing assistant at datateam (aug 2018 to feb 2020)  | asistente de dirección at museo franz mayer (aug 2016 to jun 2017) ,0.0
Candidate 190,lead generator,,,,licenciatura economía at national autonomous university of mexico (aug 2018 to jun 2022),lead generation specialist at powdevs (oct 2021 to n/a)  | sales representative at teleperformance (jun 2020 to jun 2021),,1,  licenciatura economía at national autonomous university of mexico (aug 2018 to jun 2022) lead generation specialist at powdevs (oct 2021 to n/a)  | sales representative at teleperformance (jun 2020 to jun 2021) ,0.09185174698983008
Candidate 191,lead generator,,,,"certified cloud practitioner at udemy for business (jan 2021 to jan 2021)  |  lic. administración de empresas, ventas at tecmilenio university (n/a to n/a)",account manager at blue people (jan 2022 to n/a)  | inside sales at blue people (feb 2021 to jan 2022),,1,"  certified cloud practitioner at udemy for business (jan 2021 to jan 2021)  |  lic. administración de empresas, ventas at tecmilenio university (n/a to n/a) account manager at blue people (jan 2022 to n/a)  | inside sales at blue people (feb 2021 to jan 2022) ",0.0
Candidate 192,lead generator,,,,"maestría, finanzas at universidad latinoamericana (sep 2023 to jan 2025)  | licenciatura negocios internacionales at universidad latinoamericana (jan 2014 to jan 2019)",lead generation specialist at pulsar (jan 2024 to n/a)  | jefe regional at bexa (jun 2023 to dec 2023)  | sales development representative at clivi health (dec 2021 to jun 2023)  | lead generation specialist at exitus capital (jun 2020 to dec 2021)  | sales development representative at moons (jan 2019 to jun 2020)  | ejecutivo de cuenta at citibanamex (jun 2017 to jan 2019),,1,"  maestría, finanzas at universidad latinoamericana (sep 2023 to jan 2025)  | licenciatura negocios internacionales at universidad latinoamericana (jan 2014 to jan 2019) lead generation specialist at pulsar (jan 2024 to n/a)  | jefe regional at bexa (jun 2023 to dec 2023)  | sales development representative at clivi health (dec 2021 to jun 2023)  | lead generation specialist at exitus capital (jun 2020 to dec 2021)  | sales development representative at moons (jan 2019 to jun 2020)  | ejecutivo de cuenta at citibanamex (jun 2017 to jan 2019) ",0.08037455622510428
Candidate 193,lead generator,,,,bachelor marketing and advertising at universidad politécnico grancolombiano (n/a to dec 2019),key account marketing manager at  (aug 2024 to n/a)  | key account manager at cisco systems (jan 2019 to dec 2023)  | marketing at aiesec (jan 2018 to mar 2018)  | technical support and customer service representative at uber (jan 2018 to dec 2019),microsoft excel|english|communication|lead generation|customer relationship management (crm)|lead qualification|linkedin sales navigator|business-to-business (b2b),1,  bachelor marketing and advertising at universidad politécnico grancolombiano (n/a to dec 2019) key account marketing manager at  (aug 2024 to n/a)  | key account manager at cisco systems (jan 2019 to dec 2023)  | marketing at aiesec (jan 2018 to mar 2018)  | technical support and customer service representative at uber (jan 2018 to dec 2019) microsoft excel|english|communication|lead generation|customer relationship management (crm)|lead qualification|linkedin sales navigator|business-to-business (b2b),0.08762015356173108
Candidate 194,lead generator,,,,bachelor's microbiology and immunology at université de montréal (n/a to jan 2018),creator and digital marketer at freelancer (apr 2024 to n/a)  | account executive at panna ventures (n/a to n/a)  | research analyst at evah (n/a to n/a)  | research associate at chu de (n/a to n/a)  | senior analyst at guard rx (n/a to n/a),,1,  bachelor's microbiology and immunology at université de montréal (n/a to jan 2018) creator and digital marketer at freelancer (apr 2024 to n/a)  | account executive at panna ventures (n/a to n/a)  | research analyst at evah (n/a to n/a)  | research associate at chu de (n/a to n/a)  | senior analyst at guard rx (n/a to n/a) ,0.0
Candidate 195,senior unity developer,xr developer | lead unity developer | meta quest | technical lead | ar | vr | mr | xr enthusiast | mobile games | web games |,,android|c#|ios|unity|game development,development at video game developer (n/a to jan 2017),unity xr software architect at effectivesoft (aug 2023 to n/a)  | developer at merlyn labs (sep 2022 to apr 2023)  | lead unity developer at savr (jul 2021 to oct 2021)  | lead unity developer at kreitech software (jul 2021 to nov 2022)  | senior unity developer at zealot (dec 2020 to jul 2021)  | senior unity developer at shaman development studio (jun 2019 to n/a)  | unity developer at treeview studios (may 2019 to n/a)  | unity developer at koins (aug 2016 to nov 2017)  | unity developer at kidbox (jan 2015 to n/a),android|mobile games|c#|programming|unity|javascript|object-oriented programming (oop)|react.js,1,xr developer | lead unity developer | meta quest | technical lead | ar | vr | mr | xr enthusiast | mobile games | web games |  development at video game developer (n/a to jan 2017) unity xr software architect at effectivesoft (aug 2023 to n/a)  | developer at merlyn labs (sep 2022 to apr 2023)  | lead unity developer at savr (jul 2021 to oct 2021)  | lead unity developer at kreitech software (jul 2021 to nov 2022)  | senior unity developer at zealot (dec 2020 to jul 2021)  | senior unity developer at shaman development studio (jun 2019 to n/a)  | unity developer at treeview studios (may 2019 to n/a)  | unity developer at koins (aug 2016 to nov 2017)  | unity developer at kidbox (jan 2015 to n/a) android|mobile games|c#|programming|unity|javascript|object-oriented programming (oop)|react.js,0.75399183415706
Candidate 196,lead generator,,,,,appointment setter at sublime marketing (mar 2023 to n/a)  | server at don juan’s mexican kitchen (apr 2016 to mar 2020)  | costumer service at wildfin northwest (n/a to n/a),,1,   appointment setter at sublime marketing (mar 2023 to n/a)  | server at don juan’s mexican kitchen (apr 2016 to mar 2020)  | costumer service at wildfin northwest (n/a to n/a) ,0.0
Candidate 197,lead generator,strategic sales development representative | b2b | results-driven relationship builder | customer acquisition and sales analytics,"with over 4 years of experience in american companies, i have seamlessly blended my skills in client relations, technical support, and sales development to craft robust strategies ensuring effective communication and providing excellent customer service in remote work environments.
in my current focus within the international land logistics and transportation industry, i aim to enhance supply chains through the implementation of digital technology and highly personalized client relations. the adept use of various crm tools has proven instrumental in realizing the crucial impact on the execution of effective business strategies.
beyond my professional journey, i am deeply passionate about gastronomic creations and flavors. this commitment to excellence in gastronomy gracefully intertwines with my dedication to every facet of life.",,,sales development representative at cargobot (n/a to n/a),,1,"strategic sales development representative | b2b | results-driven relationship builder | customer acquisition and sales analytics with over 4 years of experience in american companies, i have seamlessly blended my skills in client relations, technical support, and sales development to craft robust strategies ensuring effective communication and providing excellent customer service in remote work environments.
in my current focus within the international land logistics and transportation industry, i aim to enhance supply chains through the implementation of digital technology and highly personalized client relations. the adept use of various crm tools has proven instrumental in realizing the crucial impact on the execution of effective business strategies.
beyond my professional journey, i am deeply passionate about gastronomic creations and flavors. this commitment to excellence in gastronomy gracefully intertwines with my dedication to every facet of life.  sales development representative at cargobot (n/a to n/a) ",0.0
